type_heater,number_of_bathrooms,number_of_bedrooms,number_of_rooms,number_stories,general_construction,taxable_land,street_code,view_type,basements,category_code,street_code,taxable_land,exterior_condition,garage_spaces,interior_condition,parcel_shape,total_area,total_livable_area,year_built,zip_code,lat,lng,market_value
A,1.0,3.0,6.0,3.0,B ,85380.0,42960.0,I,E,1,42960.0,85380.0,1.0,1.0,1.0,E,644.0,1620.0,2020.0,19148,39.92471688283117,75.15735983892418,426900.0
A,2.0,4.0,8.0,3.0,J ,78660.0,69600.0,I,C,1,69600.0,78660.0,3.0,2.0,3.0,A,4218.0,2048.0,1925.0,19128,40.02879210389939,75.21449909983745,393300.0
A,2.0,3.0,6.0,2.0,A ,35100.0,19680.0,I,A,1,19680.0,35100.0,4.0,0.0,2.0,E,825.0,1212.0,1923.0,19146,39.93648059680192,75.18344117131969,181400.0
A,2.0,3.0,6.0,2.0,A ,37420.0,64460.0,I,H,1,64460.0,37420.0,4.0,1.0,4.0,E,1600.0,1152.0,1950.0,19150,40.06727379768716,75.16915455343546,187100.0
A,1.0,2.0,5.0,2.0,A ,22320.0,56020.0,I,C,1,56020.0,22320.0,4.0,0.0,4.0,E,672.0,1084.0,1929.0,19148,39.91724562046338,75.16141823353705,111600.0
A,1.0,3.0,6.0,2.0,A ,88680.0,68820.0,I,C,1,68820.0,88680.0,4.0,1.0,4.0,E,3068.0,1278.0,1955.0,19118,40.0686099331473,75.19952027492833,443400.0
A,1.0,3.0,6.0,2.0,A ,10000.0,11800.0,I,C,1,11800.0,10000.0,7.0,0.0,7.0,E,795.0,1108.0,1925.0,19143,39.93433323222688,75.22547559875191,50000.0
A,1.0,3.0,6.0,2.0,A ,46400.0,33720.0,I,E,1,33720.0,46400.0,2.0,1.0,2.0,E,1748.0,1084.0,1945.0,19150,40.07157832227215,75.16425657015019,232400.0
A,1.0,3.0,6.0,2.0,A ,19400.0,22760.0,I,C,1,22760.0,19400.0,4.0,0.0,4.0,E,1449.0,1429.0,1920.0,19143,39.93419846707717,75.23120491019311,97200.0
A,1.0,3.0,6.0,2.0,A ,43300.0,63240.0,I,B,1,63240.0,43300.0,4.0,1.0,4.0,E,1080.0,1344.0,1925.0,19145,39.92242124338355,75.18782057823599,216500.0
A,2.0,3.0,6.0,2.0,A ,67540.0,28480.0,I,A,1,28480.0,67540.0,4.0,0.0,2.0,E,882.0,1084.0,1920.0,19146,39.9332719363695,75.17905658543438,337700.0
G,2.0,4.0,10.0,3.0,E ,150200.0,69540.0,I,D,1,69540.0,150200.0,4.0,0.0,4.0,E,21280.0,4322.0,1925.0,19119,40.06760295976814,75.18974066871958,751000.0
A,1.0,3.0,6.0,2.0,A ,40200.0,57100.0,I,C,1,57100.0,40200.0,4.0,0.0,4.0,E,1076.0,1612.0,1920.0,19145,39.930711896986296,75.17863623001207,209400.0
A,2.0,4.0,12.0,2.0,A ,58500.0,88280.0,I,A,1,88280.0,58500.0,4.0,0.0,2.0,E,779.0,1030.0,1920.0,19121,39.9757341222913,75.17701190258568,292500.0
B,1.0,2.0,5.0,2.0,A ,55660.0,21000.0,I,C,1,21000.0,55660.0,4.0,0.0,4.0,E,604.0,700.0,1920.0,19148,39.92699618639987,75.16608344900717,278300.0
A,1.0,3.0,6.0,2.0,A ,16400.0,14780.0,I,F,1,14780.0,16400.0,4.0,1.0,4.0,E,1648.0,920.0,1925.0,19142,39.930070370268126,75.24100641032457,96400.0
A,1.0,3.0,6.0,2.0,A ,51100.0,65360.0,I,C,1,65360.0,51100.0,4.0,0.0,4.0,E,960.0,1440.0,1925.0,19148,39.91907935594878,75.16958307352147,255500.0
B,1.0,3.0,6.0,2.0,A ,31240.0,88220.0,I,I,1,88220.0,31240.0,4.0,0.0,2.0,E,900.0,1320.0,1920.0,19145,39.92785767847974,75.18258045985858,156200.0
B,1.0,3.0,6.0,2.0,B ,32500.0,33260.0,I,A,1,33260.0,32500.0,4.0,1.0,4.0,E,816.0,1112.0,1925.0,19148,39.912850693476045,75.15839643295195,162500.0
A,2.0,3.0,7.0,3.0,A ,59980.0,81780.0,I,A,1,81780.0,59980.0,2.0,0.0,2.0,E,784.0,1671.0,1925.0,19148,39.92810511215514,75.16396486287707,299900.0
A,4.0,4.0,8.0,2.0,J ,203640.0,73940.0,I,G,1,73940.0,203640.0,4.0,0.0,3.0,E,9277.0,3394.0,1856.0,19118,40.06739688397534,75.20225892087177,1018200.0
A,2.0,4.0,9.0,3.0,B ,157840.0,63620.0,I,E,1,63620.0,157840.0,1.0,2.0,1.0,A,6019.0,2546.0,2022.0,19128,40.0399610107332,75.22789362897731,789200.0
A,1.0,3.0,6.0,2.0,A ,53640.0,88060.0,I,C,1,88060.0,53640.0,4.0,0.0,4.0,E,1056.0,1424.0,1940.0,19148,39.91993991778545,75.16828496523979,268200.0
A,3.0,7.0,12.0,3.0,E ,157340.0,63680.0,I,C,1,63680.0,157340.0,2.0,1.0,2.0,B,23422.0,5475.0,1925.0,19119,40.046808047757686,75.18953262177595,786700.0
A,3.0,5.0,10.0,3.0,3 ,57040.0,83460.0,I,A,1,83460.0,57040.0,2.0,0.0,2.0,B,6075.0,2200.0,1925.0,19118,40.07224093784646,75.19958696103963,285200.0
A,1.0,4.0,7.0,3.0,A ,82960.0,88060.0,I,C,1,88060.0,82960.0,2.0,0.0,2.0,E,1091.0,1797.0,1915.0,19148,39.92919152014881,75.16669617591485,414800.0
A,3.0,4.0,7.0,2.0,A ,47680.0,50820.0,I,F,1,50820.0,47680.0,4.0,0.0,4.0,E,2777.0,1660.0,1925.0,19153,39.9074903687529,75.23493085095929,238400.0
A,2.0,3.0,6.0,2.0,A ,39620.0,88140.0,I,A,1,88140.0,39620.0,4.0,0.0,2.0,E,960.0,1056.0,1925.0,19146,39.93745837620924,75.17321933853891,198100.0
A,1.0,3.0,6.0,2.0,A ,12000.0,89200.0,I,B,1,89200.0,12000.0,4.0,0.0,4.0,E,1712.0,1150.0,1920.0,19142,39.92015814385422,75.23059784934985,92000.0
B,1.0,3.0,6.0,2.0,A ,35380.0,33720.0,I,H,1,33720.0,35380.0,4.0,1.0,4.0,E,1736.0,1076.0,1945.0,19150,40.07133029911648,75.16382667141056,176900.0
A,1.0,3.0,6.0,2.0,A ,18600.0,31480.0,I,C,1,31480.0,18600.0,4.0,0.0,4.0,E,1352.0,1492.0,1920.0,19142,39.925560741296856,75.22599285022937,93100.0
A,3.0,4.0,8.0,3.0,A ,119000.0,72320.0,I,D,1,72320.0,119000.0,4.0,0.0,4.0,B,5025.0,2004.0,1925.0,19118,40.07435489072301,75.20665741502721,595000.0
A,3.0,3.0,7.0,2.0,A ,70000.0,53120.0,I,A,1,53120.0,70000.0,4.0,0.0,2.0,E,1123.0,1252.0,1940.0,19128,40.02026001351928,75.21132902386796,350000.0
A,1.0,3.0,6.0,2.0,A ,52780.0,45100.0,I,C,1,45100.0,52780.0,4.0,0.0,4.0,E,1746.0,1116.0,1960.0,19148,39.91598919638778,75.16887995768882,263900.0
A,1.0,3.0,6.0,2.0,A ,8400.0,63180.0,I,F,1,63180.0,8400.0,4.0,1.0,4.0,E,935.0,1120.0,1925.0,19142,39.923630091629526,75.23408965640199,88400.0
A,2.0,3.0,6.0,2.0,B ,87320.0,26140.0,I,A,1,26140.0,87320.0,1.0,0.0,1.0,E,658.0,1428.0,2020.0,19146,39.9325249673601,75.17988593370842,436600.0
A,1.0,3.0,6.0,2.0,A ,38400.0,88120.0,I,C,1,88120.0,38400.0,4.0,0.0,4.0,E,910.0,1256.0,1920.0,19145,39.92632519739586,75.17403428923237,192100.0
B,1.0,3.0,6.0,2.0,A ,48360.0,45840.0,I,H,1,45840.0,48360.0,4.0,1.0,4.0,E,1592.0,1255.0,1950.0,19128,40.0298663243985,75.2059279382679,241800.0
A,2.0,4.0,7.0,3.0,B ,123420.0,77460.0,I,A,1,77460.0,123420.0,1.0,0.0,1.0,E,630.0,2301.0,2021.0,19146,39.93621967064677,75.18143743586658,617100.0
A,1.0,3.0,6.0,2.0,A ,6140.0,37300.0,I,C,1,37300.0,6140.0,5.0,0.0,5.0,E,680.0,966.0,1920.0,19142,39.92374931987346,75.23186416066716,30700.0
A,1.0,3.0,6.0,2.0,A ,69400.0,48140.0,I,E,1,48140.0,69400.0,4.0,1.0,2.0,E,1923.0,1120.0,1955.0,19128,40.03284963487395,75.22160747302736,347000.0
A,1.0,3.0,6.0,2.0,A ,23900.0,22760.0,I,C,1,22760.0,23900.0,4.0,1.0,4.0,E,6841.0,1232.0,1925.0,19142,39.92396842804055,75.24476103875013,119500.0
A,2.0,3.0,12.0,3.0,B ,18300.0,57720.0,I,A,1,57720.0,18300.0,1.0,0.0,1.0,E,795.0,1971.0,2023.0,19121,39.97615521838907,75.18439248070378,18300.0
B,1.0,2.0,5.0,3.0,A ,77080.0,57320.0,I,C,1,57320.0,77080.0,2.0,0.0,2.0,E,488.0,1430.0,1920.0,19147,39.93204511300175,75.14945091928482,385400.0
B,2.0,3.0,6.0,3.0,A ,98000.0,62760.0,I,C,1,62760.0,98000.0,2.0,0.0,2.0,E,900.0,1725.0,1920.0,19122,39.970531986938994,75.13889998273177,490000.0
A,2.0,4.0,10.0,3.0,A ,130360.0,18500.0,I,C,2,18500.0,130360.0,2.0,0.0,2.0,E,1200.0,2370.0,1915.0,19121,39.97695655847805,75.16380228634391,651800.0
A,1.0,3.0,6.0,2.0,B ,55760.0,61560.0,I,C,1,61560.0,55760.0,4.0,1.0,4.0,E,1030.0,1748.0,1950.0,19148,39.91619921123747,75.16853029355744,278800.0
A,3.0,4.0,8.0,3.0,1 ,45700.0,57680.0,I,A,1,57680.0,45700.0,1.0,0.0,1.0,E,538.0,1468.0,2022.0,19133,39.98594885622599,75.13463529381745,45700.0
A,2.0,4.0,7.0,3.0,A ,57240.0,82740.0,I,A,1,82740.0,57240.0,2.0,0.0,2.0,E,1120.0,1756.0,1915.0,19146,39.934865167286674,75.17182328566099,286200.0
A,1.0,3.0,6.0,2.0,A ,50280.0,66540.0,I,H,1,66540.0,50280.0,4.0,1.0,3.0,E,1831.0,1132.0,1955.0,19128,40.02196227440084,75.20421885815747,251400.0
A,1.0,3.0,6.0,2.0,A ,33900.0,16280.0,I,G,1,16280.0,33900.0,5.0,1.0,4.0,E,1435.0,1120.0,1950.0,19150,40.08055448068309,75.17454280971273,169500.0
N,3.0,6.0,18.0,3.0,A ,29800.0,62120.0,I,D,2,62120.0,29800.0,3.0,0.0,4.0,E,1304.0,2444.0,1915.0,19121,39.980347479041455,75.18347047735993,149000.0
A,1.0,3.0,6.0,2.0,A ,57100.0,80000.0,I,E,1,80000.0,57100.0,4.0,1.0,2.0,E,1625.0,1132.0,1965.0,19128,40.02206900601563,75.20550467724341,285500.0
A,1.0,3.0,6.0,2.0,A ,19700.0,31480.0,I,F,1,31480.0,19700.0,4.0,1.0,4.0,E,1136.0,1208.0,1925.0,19142,39.92103187529323,75.2315978374291,98700.0
A,3.0,4.0,8.0,3.0,H ,151900.0,57460.0,I,C,1,57460.0,151900.0,3.0,0.0,3.0,E,3718.0,2218.0,1923.0,19119,40.05602740274431,75.19261396882192,759500.0
A,2.0,3.0,7.0,3.0,C ,158300.0,64670.0,0,K,1,64670.0,158300.0,1.0,2.0,1.0,A,2785.0,3300.0,2023.0,19145,39.90829288635727,75.1901339093267,158300.0
A,1.0,3.0,6.0,2.0,A ,72000.0,75880.0,I,A,1,75880.0,72000.0,3.0,0.0,3.0,E,1560.0,1152.0,1960.0,19145,39.910359612709314,75.1746113060681,360000.0
A,3.0,3.0,6.0,3.0,C ,199000.0,62100.0,I,A,1,62100.0,199000.0,1.0,2.0,1.0,A,1827.0,3270.0,2019.0,19125,39.974380968636986,75.13390283153946,995000.0
G,1.0,4.0,7.0,2.0,A ,43020.0,75900.0,I,D,1,75900.0,43020.0,4.0,0.0,4.0,E,1380.0,1549.0,1925.0,19119,40.062755491188426,75.18629566133275,215100.0
A,2.0,2.0,8.0,2.0,H ,32280.0,36880.0,I,H,2,36880.0,32280.0,4.0,1.0,4.0,E,2459.0,1152.0,1950.0,19150,40.06843861902381,75.16464162513361,161400.0
B,2.0,4.0,7.0,3.0,F ,86920.0,42180.0,I,C,1,42180.0,86920.0,2.0,0.0,2.0,E,3640.0,2112.0,1900.0,19128,40.03819702592174,75.21487082766556,434600.0
A,1.0,3.0,6.0,2.0,A ,24220.0,64520.0,I,A,1,64520.0,24220.0,4.0,0.0,2.0,E,687.0,1100.0,1920.0,19148,39.91680045141,75.15174110103435,121100.0
G,2.0,2.0,6.0,3.0,J ,106120.0,36660.0,D,C,1,36660.0,106120.0,4.0,0.0,4.0,A,2257.0,2468.0,1925.0,19118,40.07492725262818,75.20421434699168,530600.0
B,2.0,3.0,6.0,2.0,A ,51640.0,84260.0,I,A,1,84260.0,51640.0,2.0,0.0,2.0,E,960.0,1456.0,1920.0,19145,39.922526919459976,75.17386517519711,258200.0
A,2.0,3.0,5.0,3.0,A ,92080.0,72560.0,I,A,1,72560.0,92080.0,2.0,0.0,2.0,E,504.0,1224.0,1925.0,19147,39.93311479768877,75.15557579524597,460400.0
A,3.0,4.0,8.0,3.0,B ,60880.0,68640.0,H,A,2,68640.0,60880.0,3.0,0.0,3.0,E,930.0,2043.0,1915.0,19148,39.92029401945116,75.16909730111105,304400.0
G,1.0,3.0,6.0,2.0,A ,10000.0,82800.0,I,C,1,82800.0,10000.0,4.0,0.0,4.0,E,943.0,1036.0,1925.0,19142,39.92441715018344,75.22949547553412,50400.0
A,1.0,3.0,6.0,2.0,A ,40360.0,43200.0,I,H,1,43200.0,40360.0,4.0,1.0,4.0,E,1279.0,1110.0,1950.0,19145,39.92930305497471,75.19433996903602,201800.0
B,2.0,6.0,10.0,3.0,A ,80680.0,72220.0,I,D,1,72220.0,80680.0,4.0,0.0,4.0,E,2807.0,2688.0,1920.0,19119,40.04576084705971,75.18762981974616,403400.0
A,1.0,4.0,7.0,3.0,A ,48920.0,87960.0,I,C,1,87960.0,48920.0,5.0,0.0,5.0,E,1072.0,1686.0,1915.0,19148,39.9281970883484,75.15880741701174,244600.0
A,4.0,4.0,7.0,3.0,C ,61640.0,32580.0,I,A,1,32580.0,61640.0,1.0,0.0,1.0,E,1782.0,2994.0,2022.0,19125,39.97572303298925,75.1305124113579,308200.0
B,1.0,4.0,7.0,3.0,A ,40280.0,57180.0,I,D,1,57180.0,40280.0,4.0,0.0,4.0,E,2500.0,2306.0,1915.0,19144,40.04684711226033,75.17913287181823,201400.0
A,1.0,3.0,6.0,2.0,A ,27820.0,19680.0,I,C,1,19680.0,27820.0,4.0,0.0,4.0,E,806.0,1248.0,1920.0,19145,39.9273775306399,75.18540484660758,139100.0
A,3.0,4.0,8.0,3.0,1 ,58800.0,87850.0,I,A,1,87850.0,58800.0,1.0,0.0,1.0,E,865.0,1896.0,2022.0,19133,39.98487128119284,75.13903011403697,58800.0
B,1.0,3.0,6.0,2.0,B ,64180.0,42180.0,0,C,1,42180.0,64180.0,3.0,0.0,2.0,E,1499.0,1268.0,1900.0,19128,40.03477846639923,75.22242141353358,320900.0
A,2.0,3.0,7.0,2.0,A ,58520.0,63020.0,I,H,1,63020.0,58520.0,4.0,1.0,3.0,E,2993.0,1504.0,1995.0,19128,40.04339203650955,75.22338847179402,292600.0
A,1.0,2.0,5.0,2.0,A ,30100.0,57240.0,I,C,1,57240.0,30100.0,4.0,0.0,4.0,E,658.0,904.0,1925.0,19145,39.931153467480286,75.18078309283828,150500.0
A,1.0,2.0,5.0,2.0,A ,12800.0,21200.0,I,C,1,21200.0,12800.0,4.0,0.0,4.0,E,588.0,840.0,1925.0,19145,39.92709321537944,75.1936673143278,64000.0
0,3.0,4.0,8.0,3.0,1 ,51000.0,62760.0,I,A,1,62760.0,51000.0,1.0,0.0,1.0,E,601.0,1444.0,2022.0,19133,39.98556773155543,75.13542634589135,51000.0
A,1.0,3.0,6.0,2.0,J ,51720.0,87940.0,I,C,2,87940.0,51720.0,4.0,0.0,4.0,E,1037.0,1530.0,1920.0,19148,39.91373493253628,75.16041625521379,258600.0
B,1.0,3.0,6.0,2.0,A ,15900.0,89080.0,I,C,1,89080.0,15900.0,4.0,0.0,4.0,E,1125.0,1302.0,1925.0,19142,39.92670098505181,75.23051823717819,79700.0
A,1.0,3.0,6.0,2.0,A ,34360.0,55960.0,I,H,1,55960.0,34360.0,4.0,0.0,4.0,E,1328.0,1100.0,1950.0,19145,39.92930388038796,75.18998569142222,171800.0
A,2.0,3.0,6.0,3.0,A ,16020.0,67840.0,I,A,1,67840.0,16020.0,2.0,0.0,2.0,E,644.0,1302.0,1920.0,19148,39.918543990839375,75.15633497357774,80100.0
A,1.0,2.0,5.0,2.0,A ,25820.0,21200.0,I,C,1,21200.0,25820.0,4.0,0.0,4.0,E,686.0,840.0,1920.0,19148,39.921610414249656,75.1527567736363,129100.0
A,2.0,2.0,7.0,2.0,A ,55800.0,29300.0,I,A,1,29300.0,55800.0,2.0,0.0,2.0,E,690.0,1092.0,1920.0,19148,39.92517713561171,75.1620002930848,279000.0
A,1.0,3.0,6.0,2.0,A ,40040.0,73060.0,I,D,1,73060.0,40040.0,4.0,1.0,4.0,E,1836.0,1290.0,1950.0,19150,40.0682166776677,75.17068990911943,200200.0
A,1.0,3.0,6.0,2.0,A ,64720.0,45100.0,I,B,1,45100.0,64720.0,4.0,0.0,3.0,E,623.0,904.0,1925.0,19148,39.92979618296962,75.1655424736476,323600.0
G,4.0,6.0,10.0,3.0,E ,130480.0,54640.0,I,D,1,54640.0,130480.0,4.0,0.0,4.0,A,13202.0,4080.0,1925.0,19119,40.04496784356655,75.19103045567472,652400.0
A,1.0,3.0,6.0,2.0,A ,16000.0,37300.0,I,C,1,37300.0,16000.0,4.0,0.0,4.0,E,984.0,960.0,1920.0,19142,39.92288970503683,75.23313072670922,80100.0
N,3.0,4.0,7.0,3.0,3 ,39600.0,68814.0,I,N,1,68814.0,39600.0,1.0,2.0,1.0,E,900.0,3190.0,2020.0,19127,40.0282783080068,75.23034407891691,39600.0
A,3.0,6.0,9.0,3.0,A ,37420.0,87920.0,I,A,1,87920.0,37420.0,1.0,0.0,1.0,E,910.0,2169.0,2024.0,19148,39.92407465341025,75.15610799364674,187100.0
A,2.0,3.0,7.0,2.0,C ,112120.0,74475.0,I,K,1,74475.0,112120.0,3.0,0.0,3.0,A,3686.0,1632.0,1980.0,19118,40.0763069849195,75.20211766768527,560600.0
A,2.0,2.0,5.0,2.0,E ,54820.0,28960.0,I,A,1,28960.0,54820.0,4.0,0.0,3.0,E,657.0,970.0,1923.0,19146,39.93707257081898,75.17471483541733,274100.0
A,1.0,3.0,6.0,2.0,A ,40520.0,11840.0,I,C,1,11840.0,40520.0,4.0,0.0,4.0,E,665.0,1010.0,1925.0,19148,39.91769436021048,75.16452854109158,202600.0
A,1.0,3.0,6.0,2.0,A ,33520.0,36220.0,I,C,1,36220.0,33520.0,4.0,0.0,4.0,E,672.0,1016.0,1923.0,19146,39.93197757745875,75.17694927014449,167600.0
A,2.0,3.0,6.0,3.0,A ,116000.0,88100.0,I,C,1,88100.0,116000.0,3.0,0.0,2.0,E,1584.0,2264.0,1925.0,19146,39.93384827070408,75.17124780105368,580000.0
A,1.0,3.0,6.0,2.0,A ,55300.0,84600.0,I,A,1,84600.0,55300.0,3.0,0.0,2.0,E,784.0,1064.0,1920.0,19145,39.92470078977391,75.18026338762435,276600.0
A,2.0,5.0,12.0,3.0,B ,119920.0,15640.0,I,A,1,15640.0,119920.0,1.0,0.0,1.0,E,717.0,2250.0,2022.0,19121,39.97571906496077,75.1851930569107,599600.0
A,1.0,2.0,5.0,2.0,A ,32120.0,33900.0,I,C,1,33900.0,32120.0,4.0,0.0,4.0,E,686.0,908.0,1925.0,19145,39.93086682963323,75.1738069846716,160600.0
A,1.0,4.0,7.0,2.0,A ,56800.0,43700.0,I,A,1,43700.0,56800.0,4.0,1.0,3.0,E,1967.0,1120.0,1955.0,19128,40.0322577411963,75.21086557248827,284000.0
B,1.0,4.0,7.0,3.0,A ,74160.0,41120.0,I,D,1,41120.0,74160.0,4.0,0.0,3.0,E,1856.0,1824.0,1900.0,19144,40.037868156610905,75.17868072177002,370800.0
A,2.0,3.0,6.0,3.0,1 ,0.0,12440.0,I,N,1,12440.0,0.0,1.0,0.0,1.0,E,663.0,0.0,2022.0,19133,39.996641389791385,75.13490979303583,16500.0
A,3.0,4.0,8.0,1.0,3 ,184100.0,68814.0,I,K,1,68814.0,184100.0,1.0,2.0,1.0,E,1035.0,3680.0,2021.0,19127,40.02753656331241,75.22959340427006,1296900.0
A,5.0,5.0,19.0,2.0,E ,849000.0,41040.0,C,A,1,41040.0,849000.0,4.0,2.0,2.0,B,164092.0,14150.0,1929.0,19118,40.06413903831908,75.21298964427406,4245000.0
A,4.0,4.0,6.0,3.0,A ,136000.0,33740.0,I,A,1,33740.0,136000.0,2.0,0.0,2.0,E,1376.0,2496.0,1923.0,19146,39.93811720170635,75.18066398990472,680000.0
A,2.0,4.0,12.0,3.0,B ,102000.0,32320.0,I,A,1,32320.0,102000.0,1.0,0.0,1.0,E,680.0,1685.0,2019.0,19121,39.9778957634658,75.18015052293931,510000.0
A,3.0,3.0,6.0,3.0,B ,31580.0,57240.0,I,A,1,57240.0,31580.0,1.0,0.0,1.0,E,665.0,1470.0,2023.0,19145,39.93078533995239,75.17611937733137,157900.0
A,2.0,4.0,10.0,2.0,A ,42560.0,73060.0,I,D,2,73060.0,42560.0,4.0,0.0,4.0,E,3194.0,2080.0,1950.0,19150,40.06828880740879,75.1713199726915,212800.0
A,1.0,2.0,5.0,2.0,5 ,48940.0,30360.0,I,C,1,30360.0,48940.0,4.0,0.0,3.0,E,742.0,875.0,1920.0,19125,39.97467587194522,75.13205300082558,244700.0
A,1.0,3.0,6.0,2.0,A ,4680.0,27120.0,I,C,1,27120.0,4680.0,4.0,0.0,4.0,E,700.0,784.0,1920.0,19142,39.92616320045505,75.23564404260283,23400.0
C,1.0,3.0,6.0,2.0,A ,11900.0,67800.0,I,C,1,67800.0,11900.0,4.0,0.0,4.0,E,1134.0,1120.0,1925.0,19142,39.921898175173446,75.23156733819232,59700.0
A,2.0,4.0,8.0,2.0,A ,48000.0,84480.0,A,K,2,84480.0,48000.0,4.0,0.0,4.0,E,2000.0,1720.0,1915.0,19142,39.92007331614992,75.24168127649374,240000.0
A,2.0,3.0,6.0,1.0,A ,65840.0,23780.0,I,A,1,23780.0,65840.0,4.0,2.0,4.0,A,19395.0,1521.0,1925.0,19128,40.038314066354936,75.23437550123356,329200.0
E,1.0,3.0,6.0,2.0,A ,53080.0,27380.0,I,A,1,27380.0,53080.0,4.0,0.0,4.0,E,630.0,1036.0,1920.0,19148,39.924090560982265,75.16066382496656,265400.0
H,1.0,3.0,6.0,2.0,A ,26720.0,56560.0,I,C,1,56560.0,26720.0,5.0,0.0,5.0,E,700.0,784.0,1920.0,19145,39.92910777962658,75.17157456966734,133600.0
A,2.0,2.0,5.0,2.0,A ,44000.0,36680.0,I,A,1,36680.0,44000.0,3.0,0.0,2.0,E,672.0,930.0,1925.0,19146,39.93505744308891,75.18865838900479,220000.0
A,2.0,4.0,7.0,2.0,F ,49180.0,21920.0,I,C,1,21920.0,49180.0,2.0,0.0,2.0,A,6986.0,2226.0,1969.0,19128,40.06527315774107,75.23403597536728,245900.0
A,3.0,3.0,6.0,3.0,B ,93000.0,23760.0,I,A,1,23760.0,93000.0,1.0,0.0,1.0,E,726.0,1531.0,2015.0,19146,39.93454362121986,75.17455856372582,465400.0
B,2.0,4.0,7.0,1.0,A ,27920.0,81160.0,I,D,1,81160.0,27920.0,5.0,0.0,4.0,E,1900.0,1568.0,1900.0,19144,40.04241773680591,75.17604904215173,139600.0
A,2.0,4.0,12.0,1.0,B ,0.0,62120.0,I,A,1,62120.0,0.0,1.0,0.0,1.0,E,1350.0,2098.0,2023.0,19121,39.98085966486154,75.18766874323455,38200.0
B,3.0,5.0,10.0,3.0,E ,54680.0,81180.0,I,D,2,81180.0,54680.0,4.0,0.0,4.0,E,9520.0,2610.0,1900.0,19144,40.039998878082045,75.1797588500002,273400.0
E,5.0,8.0,14.0,3.0,A ,152000.0,73220.0,I,D,2,73220.0,152000.0,4.0,0.0,2.0,E,1016.0,2274.0,1925.0,19148,39.92414809317612,75.16632486937245,760000.0
A,4.0,4.0,6.0,3.0,A ,140420.0,67780.0,I,A,1,67780.0,140420.0,2.0,0.0,2.0,E,991.0,2274.0,1915.0,19147,39.93267545686231,75.16716315227437,702100.0
A,2.0,4.0,8.0,2.0,C ,126500.0,13080.0,I,C,2,13080.0,126500.0,2.0,0.0,2.0,E,1637.0,2750.0,1925.0,19118,40.07225412935515,75.19798683840528,632500.0
A,2.0,2.0,5.0,3.0,B ,84000.0,30420.0,I,A,1,30420.0,84000.0,1.0,0.0,1.0,E,700.0,1575.0,2023.0,19146,39.93498514344124,75.1813070846132,420000.0
A,1.0,3.0,6.0,2.0,A ,43540.0,28480.0,I,D,1,28480.0,43540.0,4.0,0.0,3.0,E,930.0,1620.0,1923.0,19146,39.93515977175027,75.19617912349804,217700.0
A,2.0,4.0,12.0,3.0,A ,132600.0,54280.0,I,A,1,54280.0,132600.0,1.0,0.0,1.0,E,1043.0,2110.0,2019.0,19121,39.97736408533617,75.18240870353725,465300.0
A,2.0,3.0,6.0,2.0,A ,65340.0,55960.0,I,A,1,55960.0,65340.0,3.0,0.0,3.0,E,915.0,1158.0,1905.0,19148,39.924416201970274,75.1496530083495,326700.0
A,2.0,3.0,6.0,3.0,3 ,110000.0,21180.0,I,N,1,21180.0,110000.0,1.0,0.0,1.0,E,1115.0,2025.0,2022.0,19127,40.02999234706116,75.2308854586057,550000.0
A,1.0,3.0,6.0,2.0,A ,18600.0,77840.0,I,F,1,77840.0,18600.0,4.0,1.0,4.0,E,1260.0,1290.0,1925.0,19142,39.92682071167695,75.24220414763514,93200.0
B,2.0,6.0,11.0,3.0,A ,89800.0,72620.0,I,C,1,72620.0,89800.0,4.0,1.0,4.0,E,6150.0,2804.0,1925.0,19151,39.98523809299902,75.25312213919555,449000.0
G,2.0,5.0,8.0,3.0,A ,47580.0,88080.0,I,D,1,88080.0,47580.0,2.0,0.0,2.0,E,1266.0,2217.0,1915.0,19146,39.93457164718891,75.16944283311062,237900.0
A,2.0,3.0,6.0,2.0,A ,37200.0,69800.0,I,H,1,69800.0,37200.0,4.0,1.0,4.0,E,2128.0,1188.0,1950.0,19150,40.06818148183398,75.1656092197084,186000.0
A,1.0,3.0,6.0,2.0,A ,81880.0,28480.0,I,C,1,28480.0,81880.0,2.0,0.0,2.0,E,1040.0,1408.0,1925.0,19146,39.93283628802567,75.17562138681005,370000.0
G,1.0,3.0,6.0,2.0,A ,68000.0,19520.0,I,C,1,19520.0,68000.0,4.0,0.0,4.0,E,1525.0,1238.0,1906.0,19119,40.05849154063879,75.1914630678511,340400.0
B,1.0,3.0,6.0,2.0,A ,25500.0,87840.0,I,C,1,87840.0,25500.0,5.0,0.0,5.0,E,750.0,1077.0,1925.0,19148,39.91665362381923,75.15124586329469,127500.0
A,2.0,4.0,7.0,2.0,A ,24740.0,79740.0,I,D,1,79740.0,24740.0,2.0,0.0,2.0,E,1120.0,1503.0,1915.0,19132,39.98847217480757,75.16850984458502,123700.0
A,4.0,4.0,7.0,3.0,B ,47240.0,82740.0,I,A,1,82740.0,47240.0,2.0,0.0,2.0,E,1200.0,2205.0,1925.0,19146,39.93500637025786,75.17291968991218,236200.0
A,1.0,3.0,6.0,2.0,A ,5520.0,57740.0,I,A,1,57740.0,5520.0,4.0,0.0,2.0,E,750.0,1052.0,1925.0,19146,39.93672797730454,75.19334359290087,27600.0
